WigleWifi-1.4,appRelease=20190201,model=Kismet,release=2019.02.01.6,device=kismet,display=kismet,board=kismet,brand=kismet
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:87:F2:F6,F7-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
AC:3B:77:10:6E:69,corey-lewandowski,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
AC:B3:13:98:D5:B5,JaneBBGraham-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,40,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,40,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
26:58:4F:62:95:F3,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
AC:B3:13:B9:2D:75,ahhs-5g,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:AC:A9:6B:88,Village_Juice_Co_4th_ST_,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:00,44,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
C8:B4:22:F1:46:0E,MySpectrumWiFi0F-5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
60:B6:06:05:AD:D2,PlayFi2Device05ADD2,[ESS],2021-01-11 09:19:42,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-74,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D0,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,7,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
60:B6:06:05:AD:D2,PlayFi2Device05ADD2,[ESS],2021-01-11 09:19:42,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D0,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,7,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D0,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-72,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D0,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,7,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-79,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-77,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-72,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-80,36.0983123779,-80.2482757568,299.795013,0,WIFI
8E:49:62:3D:34:3A,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,7,-82,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:2A:D1,Tre Kronor Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:38,7,-81,36.0983123779,-80.2482757568,299.795013,0,WIFI
24:4B:FE:C3:38:91,Tre Kronor,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:36,7,-76,36.0983123779,-80.2482757568,299.795013,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-78,36.0983123779,-80.2482757568,299.795013,0,WIFI
94:53:30:E4:27:82,Pavlika-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:45,1,-90,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-83,36.0983123779,-80.2482757568,299.795013,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-89,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
F2:9F:C2:45:6A:CF,PLGuest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,1,-84,36.0983123779,-80.2482757568,299.795013,0,WIFI
0C:8D:DB:95:7D:73,Apple Wi-Fi Network,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:17,1,-91,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-90,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-89,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
F2:9F:C2:45:6A:CF,PLGuest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,1,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
02:9F:C2:45:6A:CF,PharrLaw,[WPA2-PSK-CCMP][ESS],2021-01-11 09:20:01,1,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-88,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-90,36.0983123779,-80.2482757568,299.795013,0,WIFI
F2:9F:C2:45:6A:CF,PLGuest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:38,1,-93,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-87,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:D5:9D:09:21:1E,MySpectrumWiFi18-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
B4:2A:0E:58:88:5B,TC8715D55,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:42,1,-91,36.0983123779,-80.2482757568,299.795013,0,WIFI
F0:81:75:CC:2F:D6,MySpectrumWiFid0-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-89,36.0983123779,-80.2482757568,299.795013,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-93,36.0983123779,-80.2482757568,299.795013,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-86,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
2C:58:4F:62:95:F0,Villagejuice ,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:47,44,-75,36.0983123779,-80.2482757568,299.795013,0,WIFI
E6:CB:AC:B7:AE:77,GWS Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:35,44,-85,36.0983123779,-80.2482757568,299.795013,0,WIFI
