WigleWifi-1.4,appRelease=20190201,model=Kismet,release=2019.02.01.6,device=kismet,display=kismet,board=kismet,brand=kismet
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
E4:E7:49:72:28:15,DIRECT-14-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,6,-83,36.0979614258,-80.2485961914,310.585999,0,WIFI
E0:CB:BC:B7:AE:77,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:32,6,-83,36.0979614258,-80.2485961914,310.585999,0,WIFI
E4:E7:49:72:28:15,DIRECT-14-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,6,-83,36.0979614258,-80.2485961914,310.585999,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-88,36.0979614258,-80.2485961914,310.585999,0,WIFI
28:9E:FC:84:96:6E,MySpectrumWiFi68-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-84,36.0979614258,-80.2485961914,310.585999,0,WIFI
DE:6A:91:5B:22:81,Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
DE:6A:91:5B:22:81,Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
DA:6A:91:5B:22:81,Secure,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:39,6,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-80,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AF,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-82,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AF,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-87,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-82,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AF,ncsa_admin,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-87,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-89,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AD,ncsa_college,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-87,36.0979614258,-80.2485961914,310.585999,0,WIFI
F8:C2:88:41:46:AE,ncsa_hs,[WPA2--CCMP][ESS],2021-01-11 09:19:49,64,-86,36.0979614258,-80.2485961914,310.585999,0,WIFI
00:0B:6B:57:0A:19,SS_DL_4TH,[ESS],2021-01-11 09:19:10,64,-74,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-75,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,100,-75,36.0979614258,-80.2485961914,310.585999,0,WIFI
36:56:EE:A0:40:59,Grubb Office WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:56:EE:A0:40:59,Grubb Office Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
D4:6A:91:5B:22:82,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:37,100,-85,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
36:56:EE:A0:40:59,Grubb Office WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:56:EE:A0:40:59,Grubb Office Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
36:56:EE:A0:40:59,Grubb Office WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:56:EE:A0:40:59,Grubb Office Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,100,-75,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-78,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,100,-78,36.0979614258,-80.2485961914,310.585999,0,WIFI
36:56:EE:A0:40:59,Grubb Office WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:56:EE:A0:40:59,Grubb Office Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:37:59,100,-77,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-76,36.0979614258,-80.2485961914,310.585999,0,WIFI
02:8D:CB:C3:B2:00,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:37:59,100,-79,36.0979614258,-80.2485961914,310.585999,0,WIFI
32:8D:CB:C3:B2:00,,[WPA2--CCMP][ESS],2021-01-11 09:37:59,108,-79,36.0979614258,-80.2485961914,310.585999,0,WIFI
38:94:ED:1D:12:50,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-90,36.0979614258,-80.2487030029,310.809998,0,WIFI
EC:8E:B5:07:85:28,DIRECT-D0-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-89,36.0979614258,-80.2487030029,310.809998,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-90,36.0979614258,-80.2487030029,310.809998,0,WIFI
38:94:ED:1D:12:50,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-91,36.0979614258,-80.2487030029,310.809998,0,WIFI
38:94:ED:1D:12:51,Flywheel,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-88,36.0979614258,-80.2487030029,310.809998,0,WIFI
B4:2A:0E:3E:64:32,TC8715D2C,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:43,1,-89,36.0979537964,-80.2488327026,310.308014,0,WIFI
F0:9F:C2:57:F9:E5,420BLDG,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-88,36.0979537964,-80.2488327026,310.308014,0,WIFI
78:96:84:15:45:B0,ATT128,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:26,1,-91,36.0979537964,-80.2488327026,310.308014,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-93,36.0979537964,-80.2488327026,310.308014,0,WIFI
E0:CB:BC:8A:C4:66,FlowGuest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:21:15,1,-87,36.0979537964,-80.2488327026,310.308014,0,WIFI
E6:CB:BC:8A:C4:66,FlowGuestSec,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:21:15,1,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
46:91:60:EF:1F:7F,Verizon-SM-N960U-1F7F,[WPA2-PSK-CCMP][ESS],2021-01-11 09:36:11,1,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
F8:CF:C5:FB:A4:06,NOLA-24G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:41,1,-86,36.0979537964,-80.2488327026,310.308014,0,WIFI
EC:0E:C4:74:FD:DB,WIFI74FDD8,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
B4:2A:0E:3E:64:32,TC8715D2C,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:43,1,-88,36.0979537964,-80.2488327026,310.308014,0,WIFI
EE:9F:DB:87:9F:0B,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:38:01,1,-89,36.0979537964,-80.2488327026,310.308014,0,WIFI
54:65:DE:1F:D3:90,HM Booke,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-88,36.0979537964,-80.2488327026,310.308014,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-81,36.0979537964,-80.2488327026,310.308014,0,WIFI
F8:DA:0C:F6:41:00,SHHC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,1,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-82,36.0979537964,-80.2488327026,310.308014,0,WIFI
E0:CB:BC:8A:C4:66,FlowGuest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:21:15,1,-88,36.0979537964,-80.2488327026,310.308014,0,WIFI
DE:CB:BC:8A:C4:66,,[WPA2--CCMP][ESS],2021-01-11 09:19:29,1,-86,36.0979537964,-80.2488327026,310.308014,0,WIFI
46:91:60:EF:1F:7F,Verizon-SM-N960U-1F7F,[WPA2-PSK-CCMP][ESS],2021-01-11 09:36:11,1,-88,36.0979537964,-80.2488327026,310.308014,0,WIFI
7C:DB:98:F1:F7:95,MySpectrumWiFi97-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:33,1,-86,36.0979537964,-80.2488327026,310.308014,0,WIFI
08:95:2A:A1:0B:F6,TC8715DF0,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-84,36.0979537964,-80.2488327026,310.308014,0,WIFI
6E:3B:6B:7D:81:C9,Canteen 411 Guest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:33,1,-92,36.0979537964,-80.2488327026,310.308014,0,WIFI
28:9E:FC:84:96:6E,MySpectrumWiFi68-2G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:34,6,-89,36.0979537964,-80.2488327026,310.308014,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-87,36.0979537964,-80.2488327026,310.308014,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,6,-81,36.0979537964,-80.2488327026,310.308014,0,WIFI
FA:8F:CA:3F:59:97,Office Speaker.o,[ESS],2021-01-11 09:19:30,6,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-87,36.0979537964,-80.2488327026,310.308014,0,WIFI
EC:58:EA:D8:19:18,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:05,6,-87,36.0979537964,-80.2488327026,310.308014,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-84,36.0979537964,-80.2488327026,310.308014,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-85,36.0979537964,-80.2488327026,310.308014,0,WIFI
EC:8E:B5:07:85:28,DIRECT-D0-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,6,-89,36.0979537964,-80.2488327026,310.308014,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,6,-81,36.0979537964,-80.2488327026,310.308014,0,WIFI
C8:CB:B8:49:F8:65,HP-Print-65-Deskjet 3520 series,[ESS],2021-01-11 09:19:30,6,-91,36.0979537964,-80.2488327026,310.308014,0,WIFI
48:F8:B3:1C:B9:DF,WSL,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,6,-89,36.0979537964,-80.2488327026,310.308014,0,WIFI
80:CE:62:F7:50:63,DIRECT-61-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:30,6,-86,36.0979537964,-80.2488327026,310.308014,0,WIFI
94:10:3E:04:8E:56,SalemCRE,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:27,10,-82,36.0979537964,-80.2489547729,310.394989,0,WIFI
96:10:3E:04:8E:58,SalemCRE-guest,[ESS],2021-01-11 09:19:27,10,-83,36.0979537964,-80.2489547729,310.394989,0,WIFI
96:10:3E:04:8E:58,SalemCRE-guest,[ESS],2021-01-11 09:19:27,10,-85,36.0979537964,-80.2489547729,310.394989,0,WIFI
E0:CB:BC:35:7D:07,,[ESS],2021-01-11 09:19:39,10,-87,36.0979537964,-80.2489547729,310.394989,0,WIFI
20:B5:C6:0B:F2:84,West2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:18:22,136,-90,36.0979537964,-80.2489547729,310.394989,0,WIFI
02:8D:CB:95:76:4B,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:27,136,-92,36.0979537964,-80.2489547729,310.394989,0,WIFI
02:8D:CB:95:76:4B,WinstonStarts,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:27,136,-91,36.0979537964,-80.2489547729,310.394989,0,WIFI
20:B5:C6:0B:F2:84,West2,[WPA2-PSK-CCMP][ESS],2021-01-11 09:18:22,136,-91,36.0979537964,-80.2489547729,310.394989,0,WIFI
38:94:ED:1D:21:40,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-85,36.0979347229,-80.2491912842,308.143005,0,WIFI
E2:63:DA:25:82:A7,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C5,CR_Press5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-73,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1C:C1:02,Workplace Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
0A:8D:CB:95:76:91,FlowGuestSec,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:41,Flywheel,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-86,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1C:C1:00,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
E0:63:DA:25:82:A7,RenfroDC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:42,Workplace Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
F0:72:EA:63:60:D5,TheDreamTeamFoundation,[WPA-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-80,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:40,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C5,CR_Press5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-71,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1C:C1:02,Workplace Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
0E:8D:CB:95:76:91,FlowGuest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:28,149,-90,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:41,Flywheel,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1C:C1:00,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
E0:63:DA:25:82:A7,RenfroDC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:42,Workplace Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
CC:F4:11:23:C1:84,TheDreamTeamFoundation,[WPA-PSK-CCMP][ESS],2021-01-11 09:38:03,149,-85,36.0979347229,-80.2491912842,308.143005,0,WIFI
F0:72:EA:63:60:D5,TheDreamTeamFoundation,[WPA-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-84,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:40,Workplace,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-87,36.0979347229,-80.2491912842,308.143005,0,WIFI
E2:63:DA:25:82:A7,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C5,CR_Press5G,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-74,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1C:C1:02,Workplace Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
0E:8D:CB:95:76:91,FlowGuest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:28,149,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
0A:8D:CB:95:76:91,FlowGuestSec,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:28,149,-90,36.0979347229,-80.2491912842,308.143005,0,WIFI
32:8D:CB:95:76:91,,[WPA2--CCMP][ESS],2021-01-11 09:19:28,149,-87,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:21:41,Flywheel,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,149,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
E2:CB:AC:B5:BC:46,BusinessCenter WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,153,-81,36.0979347229,-80.2491912842,308.143005,0,WIFI
E2:63:DA:25:6A:2F,,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:02,153,-70,36.0979347229,-80.2491912842,308.143005,0,WIFI
94:10:3E:04:8E:57,SalemCRE,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:29,153,-78,36.0979347229,-80.2491912842,308.143005,0,WIFI
60:38:E0:88:65:25,Linksys14352_5GHz,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,153,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
96:10:3E:04:8E:5A,SalemCRE-guest,[ESS],2021-01-11 09:19:29,153,-80,36.0979347229,-80.2491912842,308.143005,0,WIFI
E2:CB:AC:B5:C1:F4,BusinessCenter WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,153,-76,36.0979347229,-80.2491912842,308.143005,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-83,36.0979347229,-80.2491912842,308.143005,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-86,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-87,36.0979347229,-80.2491912842,308.143005,0,WIFI
80:CE:62:F7:50:63,DIRECT-61-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:30,7,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-84,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
F4:30:B9:43:C1:08,DIRECT-06-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
F4:30:B9:43:C1:08,DIRECT-06-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-90,36.0979347229,-80.2491912842,308.143005,0,WIFI
EC:8E:B5:07:85:28,DIRECT-D0-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-89,36.0979347229,-80.2491912842,308.143005,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-84,36.0979347229,-80.2491912842,308.143005,0,WIFI
00:0B:6B:4F:32:0A,www.solidwaves.com_4E,[ESS],2021-01-11 09:19:06,7,-84,36.0979347229,-80.2491912842,308.143005,0,WIFI
F4:30:B9:43:C1:08,DIRECT-06-HP OfficeJet Pro 8710,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
48:F8:B3:1C:B9:DF,WSL,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-88,36.0979347229,-80.2491912842,308.143005,0,WIFI
38:94:ED:1D:12:51,Flywheel,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:28,7,-86,36.0979347229,-80.2491912842,308.143005,0,WIFI
54:65:DE:72:11:C0,CR_Press,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-87,36.0979347229,-80.2491912842,308.143005,0,WIFI
F0:72:EA:63:60:D2,TheDreamTeamFoundation,[WPA-PSK-CCMP][ESS],2021-01-11 09:19:26,7,-79,36.0979347229,-80.2491912842,308.143005,0,WIFI
E0:63:DA:25:6A:2F,RenfroDC,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:02,153,-75,36.0979270935,-80.2493057251,307.778015,0,WIFI
E2:CB:AC:B5:BC:46,BusinessCenter WiFi,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,153,-79,36.0979270935,-80.2493057251,307.778015,0,WIFI
66:38:E0:88:65:25,Linksys14352_5GHz-guest,[ESS],2021-01-11 09:38:04,153,-84,36.0979270935,-80.2493057251,307.778015,0,WIFI
94:10:3E:04:8E:57,SalemCRE,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:29,153,-77,36.0979270935,-80.2493057251,307.778015,0,WIFI
B4:2A:0E:3E:64:32,TC8715D2C,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:43,1,-86,36.0979270935,-80.2493057251,307.778015,0,WIFI
78:96:84:15:45:B0,ATT128,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:19:26,1,-90,36.0979270935,-80.2493057251,307.778015,0,WIFI
02:9F:C2:81:FD:31,WFRC-Guest,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-85,36.0979270935,-80.2493057251,307.778015,0,WIFI
08:95:2A:B3:6E:5F,HL Stephens,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-82,36.0979270935,-80.2493057251,307.778015,0,WIFI
CC:AB:2C:09:38:D4,ATT8eYq4gr,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:29,1,-79,36.0979270935,-80.2493057251,307.778015,0,WIFI
B0:C2:87:0E:65:5A,TC8715D54,[WPA2-PSK-CCMP][ESS],2021-01-11 09:19:20,1,-71,36.0979270935,-80.2493057251,307.778015,0,WIFI
46:91:60:EF:1F:7F,Verizon-SM-N960U-1F7F,[WPA2-PSK-CCMP][ESS],2021-01-11 09:36:11,1,-82,36.0979270935,-80.2493057251,307.778015,0,WIFI
E0:CB:BC:8A:C3:63,FlowGuest,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:21:24,1,-83,36.0979270935,-80.2493057251,307.778015,0,WIFI
E6:CB:BC:8A:C3:63,FlowGuestSec,[WPA-PSK-CCMP+TKIP] [WPA2-PSK-CCMP+TKIP][ESS],2021-01-11 09:21:23,1,-83,36.0979270935,-80.2493057251,307.778015,0,WIFI
